farmer_id,name,region,experience_years
FRM05313,Farmer 5313,Niger,9
FRM05314,Farmer 5314,Bauchi,6
FRM05315,Farmer 5315,Kaduna,7
FRM05316,Farmer 5316,Niger,21
FRM05317,Farmer 5317,Bauchi,8
FRM05318,Farmer 5318,Benue,31
FRM05319,Farmer 5319,Benue,32
FRM05320,Farmer 5320,Enugu,13
FRM05321,Farmer 5321,Nasarawa,7
FRM05322,Farmer 5322,Oyo,28
FRM05323,Farmer 5323,Bauchi,17
FRM05324,Farmer 5324,Enugu,29
FRM05325,Farmer 5325,Nasarawa,6
FRM05326,Farmer 5326,Kano,1
FRM05327,Farmer 5327,Niger,32
FRM05328,Farmer 5328,Nasarawa,36
FRM05329,Farmer 5329,Ogun,29
FRM05330,Farmer 5330,Ogun,12
FRM05331,Farmer 5331,Niger,8
FRM05332,Farmer 5332,Ogun,34
FRM05333,Farmer 5333,Kano,18
FRM05334,Farmer 5334,Nasarawa,6
FRM05335,Farmer 5335,Bauchi,11
FRM05336,Farmer 5336,Kaduna,1
FRM05337,Farmer 5337,Kano,6
FRM05338,Farmer 5338,Kaduna,10
FRM05339,Farmer 5339,Benue,21
FRM05340,Farmer 5340,Benue,36
FRM05341,Farmer 5341,Enugu,4
FRM05342,Farmer 5342,Benue,17
FRM05343,Farmer 5343,Ogun,28
FRM05344,Farmer 5344,Niger,6
FRM05345,Farmer 5345,Kaduna,34
FRM05346,Farmer 5346,Plateau,12
FRM05347,Farmer 5347,Kaduna,37
FRM05348,Farmer 5348,Enugu,11
FRM05349,Farmer 5349,Plateau,36
FRM05350,Farmer 5350,Bauchi,22
FRM05351,Farmer 5351,Kaduna,4
FRM05352,Farmer 5352,Kano,9
FRM05353,Farmer 5353,Niger,7
FRM05354,Farmer 5354,Niger,9
FRM05355,Farmer 5355,Kaduna,31
FRM05356,Farmer 5356,Enugu,39
FRM05357,Farmer 5357,Ogun,7
FRM05358,Farmer 5358,Kano,17
FRM05359,Farmer 5359,Benue,23
FRM05360,Farmer 5360,Ogun,1
FRM05361,Farmer 5361,Benue,36
FRM05362,Farmer 5362,Bauchi,8
FRM05363,Farmer 5363,Bauchi,16
FRM05364,Farmer 5364,Enugu,39
FRM05365,Farmer 5365,Kaduna,31
FRM05366,Farmer 5366,Benue,10
FRM05367,Farmer 5367,Bauchi,1
FRM05368,Farmer 5368,Enugu,16
FRM05369,Farmer 5369,Kano,28
FRM05370,Farmer 5370,Plateau,14
FRM05371,Farmer 5371,Nasarawa,30
FRM05372,Farmer 5372,Kaduna,13
FRM05373,Farmer 5373,Niger,34
FRM05374,Farmer 5374,Kaduna,8
FRM05375,Farmer 5375,Nasarawa,29
FRM05376,Farmer 5376,Kaduna,21
FRM05377,Farmer 5377,Kano,17
FRM05378,Farmer 5378,Benue,39
FRM05379,Farmer 5379,Benue,25
FRM05380,Farmer 5380,Niger,3
FRM05381,Farmer 5381,Kano,2
FRM05382,Farmer 5382,Kano,35
FRM05383,Farmer 5383,Bauchi,22
FRM05384,Farmer 5384,Kano,38
FRM05385,Farmer 5385,Kano,36
FRM05386,Farmer 5386,Plateau,21
FRM05387,Farmer 5387,Kano,37
FRM05388,Farmer 5388,Bauchi,6
FRM05389,Farmer 5389,Oyo,37
FRM05390,Farmer 5390,Kaduna,8
FRM05391,Farmer 5391,Nasarawa,35
FRM05392,Farmer 5392,Kano,39
FRM05393,Farmer 5393,Ogun,30
FRM05394,Farmer 5394,Oyo,11
FRM05395,Farmer 5395,Bauchi,14
FRM05396,Farmer 5396,Benue,14
FRM05397,Farmer 5397,Benue,25
FRM05398,Farmer 5398,Kano,22
FRM05399,Farmer 5399,Benue,8
FRM05400,Farmer 5400,Kaduna,29
FRM05401,Farmer 5401,Kano,35
FRM05402,Farmer 5402,Ogun,24
FRM05403,Farmer 5403,Nasarawa,27
FRM05404,Farmer 5404,Niger,4
FRM05405,Farmer 5405,Oyo,6
FRM05406,Farmer 5406,Plateau,18
FRM05407,Farmer 5407,Kano,33
FRM05408,Farmer 5408,Niger,34
FRM05409,Farmer 5409,Bauchi,32
FRM05410,Farmer 5410,Ogun,4
FRM05411,Farmer 5411,Enugu,26
FRM05412,Farmer 5412,Ogun,8
FRM05413,Farmer 5413,Nasarawa,31
FRM05414,Farmer 5414,Bauchi,7
FRM05415,Farmer 5415,Nasarawa,12
FRM05416,Farmer 5416,Benue,5
FRM05417,Farmer 5417,Niger,37
FRM05418,Farmer 5418,Bauchi,9
FRM05419,Farmer 5419,Kaduna,26
FRM05420,Farmer 5420,Benue,4
FRM05421,Farmer 5421,Niger,6
FRM05422,Farmer 5422,Plateau,27
FRM05423,Farmer 5423,Plateau,34
FRM05424,Farmer 5424,Enugu,39
FRM05425,Farmer 5425,Bauchi,25
FRM05426,Farmer 5426,Benue,3
FRM05427,Farmer 5427,Benue,11
FRM05428,Farmer 5428,Benue,3
FRM05429,Farmer 5429,Enugu,25
FRM05430,Farmer 5430,Plateau,3
FRM05431,Farmer 5431,Nasarawa,40
FRM05432,Farmer 5432,Kano,26
FRM05433,Farmer 5433,Niger,18
FRM05434,Farmer 5434,Benue,2
FRM05435,Farmer 5435,Bauchi,12
FRM05436,Farmer 5436,Ogun,25
FRM05437,Farmer 5437,Plateau,8
FRM05438,Farmer 5438,Niger,18
FRM05439,Farmer 5439,Enugu,6
FRM05440,Farmer 5440,Enugu,35
FRM05441,Farmer 5441,Kano,35
FRM05442,Farmer 5442,Kaduna,27
FRM05443,Farmer 5443,Oyo,18
FRM05444,Farmer 5444,Kaduna,35
FRM05445,Farmer 5445,Niger,38
FRM05446,Farmer 5446,Ogun,13
FRM05447,Farmer 5447,Kaduna,33
FRM05448,Farmer 5448,Niger,18
FRM05449,Farmer 5449,Niger,1
FRM05450,Farmer 5450,Bauchi,27
FRM05451,Farmer 5451,Oyo,4
FRM05452,Farmer 5452,Kano,26
FRM05453,Farmer 5453,Bauchi,2
FRM05454,Farmer 5454,Bauchi,2
FRM05455,Farmer 5455,Niger,28
FRM05456,Farmer 5456,Kaduna,26
FRM05457,Farmer 5457,Oyo,5
FRM05458,Farmer 5458,Kano,11
FRM05459,Farmer 5459,Oyo,36
FRM05460,Farmer 5460,Benue,37
FRM05461,Farmer 5461,Benue,13
FRM05462,Farmer 5462,Benue,1
FRM05463,Farmer 5463,Nasarawa,13
FRM05464,Farmer 5464,Enugu,29
FRM05465,Farmer 5465,Plateau,27
FRM05466,Farmer 5466,Enugu,9
FRM05467,Farmer 5467,Bauchi,1
FRM05468,Farmer 5468,Enugu,39
FRM05469,Farmer 5469,Plateau,11
FRM05470,Farmer 5470,Plateau,24
FRM05471,Farmer 5471,Enugu,33
FRM05472,Farmer 5472,Kaduna,16
FRM05473,Farmer 5473,Oyo,10
FRM05474,Farmer 5474,Enugu,31
FRM05475,Farmer 5475,Oyo,31
FRM05476,Farmer 5476,Niger,39
FRM05477,Farmer 5477,Kaduna,32
FRM05478,Farmer 5478,Nasarawa,39
FRM05479,Farmer 5479,Nasarawa,31
FRM05480,Farmer 5480,Oyo,25
FRM05481,Farmer 5481,Benue,24
FRM05482,Farmer 5482,Niger,2
FRM05483,Farmer 5483,Plateau,2
FRM05484,Farmer 5484,Enugu,21
FRM05485,Farmer 5485,Bauchi,36
FRM05486,Farmer 5486,Ogun,23
FRM05487,Farmer 5487,Enugu,3
FRM05488,Farmer 5488,Oyo,26
FRM05489,Farmer 5489,Ogun,13
FRM05490,Farmer 5490,Plateau,23
FRM05491,Farmer 5491,Plateau,22
FRM05492,Farmer 5492,Oyo,13
FRM05493,Farmer 5493,Kaduna,7
FRM05494,Farmer 5494,Enugu,11
FRM05495,Farmer 5495,Kaduna,21
FRM05496,Farmer 5496,Oyo,18
FRM05497,Farmer 5497,Oyo,1
FRM05498,Farmer 5498,Benue,20
FRM05499,Farmer 5499,Oyo,6
FRM05500,Farmer 5500,Plateau,6
FRM05501,Farmer 5501,Benue,25
FRM05502,Farmer 5502,Nasarawa,31
FRM05503,Farmer 5503,Kaduna,12
FRM05504,Farmer 5504,Benue,37
FRM05505,Farmer 5505,Oyo,34
FRM05506,Farmer 5506,Nasarawa,8
FRM05507,Farmer 5507,Bauchi,4
FRM05508,Farmer 5508,Plateau,23
FRM05509,Farmer 5509,Oyo,3
FRM05510,Farmer 5510,Enugu,20
FRM05511,Farmer 5511,Plateau,19
FRM05512,Farmer 5512,Benue,1
FRM05513,Farmer 5513,Enugu,4
FRM05514,Farmer 5514,Kano,5
FRM05515,Farmer 5515,Kano,27
FRM05516,Farmer 5516,Benue,25
FRM05517,Farmer 5517,Kaduna,32
FRM05518,Farmer 5518,Niger,40
FRM05519,Farmer 5519,Niger,22
FRM05520,Farmer 5520,Bauchi,7
FRM05521,Farmer 5521,Bauchi,36
FRM05522,Farmer 5522,Oyo,16
FRM05523,Farmer 5523,Oyo,18
FRM05524,Farmer 5524,Oyo,14
FRM05525,Farmer 5525,Nasarawa,27
FRM05526,Farmer 5526,Kaduna,4
FRM05527,Farmer 5527,Kano,4
FRM05528,Farmer 5528,Benue,10
FRM05529,Farmer 5529,Oyo,40
FRM05530,Farmer 5530,Bauchi,40
FRM05531,Farmer 5531,Oyo,9
FRM05532,Farmer 5532,Kano,30
FRM05533,Farmer 5533,Oyo,28
FRM05534,Farmer 5534,Nasarawa,35
FRM05535,Farmer 5535,Oyo,14
FRM05536,Farmer 5536,Kaduna,19
FRM05537,Farmer 5537,Kaduna,13
FRM05538,Farmer 5538,Enugu,22
FRM05539,Farmer 5539,Bauchi,35
FRM05540,Farmer 5540,Plateau,18
FRM05541,Farmer 5541,Benue,4
FRM05542,Farmer 5542,Nasarawa,37
FRM05543,Farmer 5543,Niger,29
FRM05544,Farmer 5544,Kano,11
FRM05545,Farmer 5545,Bauchi,17
FRM05546,Farmer 5546,Benue,36
FRM05547,Farmer 5547,Bauchi,1
FRM05548,Farmer 5548,Niger,1
FRM05549,Farmer 5549,Kano,3
FRM05550,Farmer 5550,Bauchi,33
FRM05551,Farmer 5551,Benue,17
FRM05552,Farmer 5552,Bauchi,11
FRM05553,Farmer 5553,Oyo,8
FRM05554,Farmer 5554,Kaduna,12
FRM05555,Farmer 5555,Ogun,35
FRM05556,Farmer 5556,Kano,4
FRM05557,Farmer 5557,Enugu,39
FRM05558,Farmer 5558,Kano,6
FRM05559,Farmer 5559,Ogun,39
FRM05560,Farmer 5560,Kaduna,6
FRM05561,Farmer 5561,Kano,25
FRM05562,Farmer 5562,Niger,16
FRM05563,Farmer 5563,Enugu,6
FRM05564,Farmer 5564,Plateau,17
FRM05565,Farmer 5565,Kaduna,40
FRM05566,Farmer 5566,Nasarawa,18
FRM05567,Farmer 5567,Enugu,28
FRM05568,Farmer 5568,Benue,20
FRM05569,Farmer 5569,Ogun,12
FRM05570,Farmer 5570,Nasarawa,6
FRM05571,Farmer 5571,Benue,34
FRM05572,Farmer 5572,Oyo,18
FRM05573,Farmer 5573,Bauchi,10
FRM05574,Farmer 5574,Kaduna,16
FRM05575,Farmer 5575,Benue,36
FRM05576,Farmer 5576,Benue,28
FRM05577,Farmer 5577,Ogun,1
FRM05578,Farmer 5578,Kano,33
FRM05579,Farmer 5579,Nasarawa,19
FRM05580,Farmer 5580,Plateau,21
FRM05581,Farmer 5581,Nasarawa,31
FRM05582,Farmer 5582,Kaduna,13
FRM05583,Farmer 5583,Kaduna,33
FRM05584,Farmer 5584,Enugu,13
FRM05585,Farmer 5585,Benue,40
FRM05586,Farmer 5586,Kano,21
FRM05587,Farmer 5587,Niger,21
FRM05588,Farmer 5588,Ogun,36
FRM05589,Farmer 5589,Kano,31
FRM05590,Farmer 5590,Nasarawa,23
FRM05591,Farmer 5591,Niger,5
FRM05592,Farmer 5592,Benue,18
FRM05593,Farmer 5593,Benue,28
FRM05594,Farmer 5594,Plateau,17
FRM05595,Farmer 5595,Niger,23
FRM05596,Farmer 5596,Kaduna,21
FRM05597,Farmer 5597,Plateau,24
FRM05598,Farmer 5598,Plateau,6
FRM05599,Farmer 5599,Oyo,35
FRM05600,Farmer 5600,Kaduna,15
FRM05601,Farmer 5601,Ogun,36
FRM05602,Farmer 5602,Nasarawa,30
FRM05603,Farmer 5603,Kano,25
FRM05604,Farmer 5604,Kaduna,38
FRM05605,Farmer 5605,Niger,7
FRM05606,Farmer 5606,Kaduna,20
FRM05607,Farmer 5607,Enugu,18
FRM05608,Farmer 5608,Kaduna,36
FRM05609,Farmer 5609,Kano,2
FRM05610,Farmer 5610,Ogun,9
FRM05611,Farmer 5611,Enugu,9
FRM05612,Farmer 5612,Niger,7
FRM05613,Farmer 5613,Kaduna,31
FRM05614,Farmer 5614,Benue,10
FRM05615,Farmer 5615,Kano,38
FRM05616,Farmer 5616,Plateau,38
FRM05617,Farmer 5617,Enugu,11
FRM05618,Farmer 5618,Ogun,32
FRM05619,Farmer 5619,Bauchi,19
FRM05620,Farmer 5620,Enugu,15
FRM05621,Farmer 5621,Oyo,34
FRM05622,Farmer 5622,Bauchi,36
FRM05623,Farmer 5623,Enugu,37
FRM05624,Farmer 5624,Enugu,18
FRM05625,Farmer 5625,Nasarawa,20
FRM05626,Farmer 5626,Bauchi,35
FRM05627,Farmer 5627,Ogun,3
FRM05628,Farmer 5628,Oyo,9
FRM05629,Farmer 5629,Oyo,26
FRM05630,Farmer 5630,Ogun,11
FRM05631,Farmer 5631,Nasarawa,13
FRM05632,Farmer 5632,Bauchi,25
FRM05633,Farmer 5633,Oyo,1
FRM05634,Farmer 5634,Nasarawa,5
FRM05635,Farmer 5635,Niger,7
FRM05636,Farmer 5636,Kaduna,1
FRM05637,Farmer 5637,Kano,8
FRM05638,Farmer 5638,Kaduna,15
FRM05639,Farmer 5639,Niger,11
FRM05640,Farmer 5640,Bauchi,38
FRM05641,Farmer 5641,Kaduna,31
FRM05642,Farmer 5642,Benue,29
FRM05643,Farmer 5643,Kaduna,40
FRM05644,Farmer 5644,Bauchi,32
FRM05645,Farmer 5645,Kano,3
FRM05646,Farmer 5646,Kano,37
FRM05647,Farmer 5647,Niger,11
FRM05648,Farmer 5648,Oyo,8
FRM05649,Farmer 5649,Bauchi,36
FRM05650,Farmer 5650,Ogun,31
FRM05651,Farmer 5651,Enugu,19
FRM05652,Farmer 5652,Nasarawa,11
FRM05653,Farmer 5653,Kano,10
FRM05654,Farmer 5654,Nasarawa,22
FRM05655,Farmer 5655,Nasarawa,17
FRM05656,Farmer 5656,Kano,37
FRM05657,Farmer 5657,Enugu,31
FRM05658,Farmer 5658,Kano,28
FRM05659,Farmer 5659,Enugu,29
FRM05660,Farmer 5660,Oyo,39
FRM05661,Farmer 5661,Plateau,3
FRM05662,Farmer 5662,Niger,13
FRM05663,Farmer 5663,Oyo,18
FRM05664,Farmer 5664,Oyo,3
FRM05665,Farmer 5665,Oyo,12
FRM05666,Farmer 5666,Niger,10
FRM05667,Farmer 5667,Kaduna,15
FRM05668,Farmer 5668,Ogun,9
FRM05669,Farmer 5669,Nasarawa,26
FRM05670,Farmer 5670,Kano,27
FRM05671,Farmer 5671,Enugu,32
FRM05672,Farmer 5672,Benue,6
FRM05673,Farmer 5673,Plateau,38
FRM05674,Farmer 5674,Benue,15
FRM05675,Farmer 5675,Kano,25
FRM05676,Farmer 5676,Benue,1
FRM05677,Farmer 5677,Bauchi,31
FRM05678,Farmer 5678,Plateau,27
FRM05679,Farmer 5679,Bauchi,27
FRM05680,Farmer 5680,Kano,33
FRM05681,Farmer 5681,Niger,28
FRM05682,Farmer 5682,Enugu,4
FRM05683,Farmer 5683,Oyo,11
FRM05684,Farmer 5684,Bauchi,15
FRM05685,Farmer 5685,Bauchi,17
FRM05686,Farmer 5686,Kano,4
FRM05687,Farmer 5687,Nasarawa,31
FRM05688,Farmer 5688,Benue,27
FRM05689,Farmer 5689,Kaduna,14
FRM05690,Farmer 5690,Oyo,40
FRM05691,Farmer 5691,Kaduna,40
FRM05692,Farmer 5692,Bauchi,9
FRM05693,Farmer 5693,Niger,33
FRM05694,Farmer 5694,Niger,7
FRM05695,Farmer 5695,Enugu,39
FRM05696,Farmer 5696,Oyo,3
FRM05697,Farmer 5697,Plateau,6
FRM05698,Farmer 5698,Bauchi,14
FRM05699,Farmer 5699,Benue,29
FRM05700,Farmer 5700,Niger,36
FRM05701,Farmer 5701,Oyo,30
FRM05702,Farmer 5702,Nasarawa,17
FRM05703,Farmer 5703,Nasarawa,24
FRM05704,Farmer 5704,Benue,6
FRM05705,Farmer 5705,Nasarawa,38
FRM05706,Farmer 5706,Kano,24
FRM05707,Farmer 5707,Kaduna,25
FRM05708,Farmer 5708,Bauchi,19
FRM05709,Farmer 5709,Niger,17
FRM05710,Farmer 5710,Enugu,15
FRM05711,Farmer 5711,Niger,29
FRM05712,Farmer 5712,Plateau,2
FRM05713,Farmer 5713,Kano,5
FRM05714,Farmer 5714,Benue,15
FRM05715,Farmer 5715,Niger,16
FRM05716,Farmer 5716,Ogun,28
FRM05717,Farmer 5717,Enugu,29
FRM05718,Farmer 5718,Ogun,8
FRM05719,Farmer 5719,Oyo,12
FRM05720,Farmer 5720,Niger,4
FRM05721,Farmer 5721,Niger,37
FRM05722,Farmer 5722,Kaduna,11
FRM05723,Farmer 5723,Kaduna,13
FRM05724,Farmer 5724,Benue,36
FRM05725,Farmer 5725,Plateau,14
FRM05726,Farmer 5726,Plateau,36
FRM05727,Farmer 5727,Plateau,7
FRM05728,Farmer 5728,Nasarawa,17
FRM05729,Farmer 5729,Benue,33
FRM05730,Farmer 5730,Oyo,13
FRM05731,Farmer 5731,Kaduna,26
FRM05732,Farmer 5732,Plateau,40
FRM05733,Farmer 5733,Plateau,32
FRM05734,Farmer 5734,Bauchi,19
FRM05735,Farmer 5735,Oyo,8
FRM05736,Farmer 5736,Niger,23
FRM05737,Farmer 5737,Niger,12
FRM05738,Farmer 5738,Kaduna,37
FRM05739,Farmer 5739,Kaduna,28
FRM05740,Farmer 5740,Enugu,11
FRM05741,Farmer 5741,Ogun,25
FRM05742,Farmer 5742,Plateau,37
FRM05743,Farmer 5743,Benue,2
FRM05744,Farmer 5744,Enugu,26
FRM05745,Farmer 5745,Oyo,35
FRM05746,Farmer 5746,Kaduna,28
FRM05747,Farmer 5747,Bauchi,13
FRM05748,Farmer 5748,Oyo,9
FRM05749,Farmer 5749,Oyo,26
FRM05750,Farmer 5750,Niger,27
FRM05751,Farmer 5751,Kaduna,5
FRM05752,Farmer 5752,Bauchi,17
FRM05753,Farmer 5753,Plateau,33
FRM05754,Farmer 5754,Kano,35
FRM05755,Farmer 5755,Bauchi,16
FRM05756,Farmer 5756,Enugu,8
FRM05757,Farmer 5757,Oyo,11
FRM05758,Farmer 5758,Ogun,9
FRM05759,Farmer 5759,Oyo,1
FRM05760,Farmer 5760,Kaduna,15
FRM05761,Farmer 5761,Bauchi,17
FRM05762,Farmer 5762,Niger,8
FRM05763,Farmer 5763,Niger,18
FRM05764,Farmer 5764,Enugu,10
FRM05765,Farmer 5765,Ogun,13
FRM05766,Farmer 5766,Nasarawa,23
FRM05767,Farmer 5767,Oyo,26
FRM05768,Farmer 5768,Enugu,18
FRM05769,Farmer 5769,Plateau,20
FRM05770,Farmer 5770,Nasarawa,40
FRM05771,Farmer 5771,Bauchi,4
FRM05772,Farmer 5772,Kaduna,13
FRM05773,Farmer 5773,Benue,29
FRM05774,Farmer 5774,Kano,28
FRM05775,Farmer 5775,Kano,2
FRM05776,Farmer 5776,Benue,22
FRM05777,Farmer 5777,Ogun,25
FRM05778,Farmer 5778,Oyo,19
FRM05779,Farmer 5779,Nasarawa,20
FRM05780,Farmer 5780,Benue,30
FRM05781,Farmer 5781,Ogun,8
FRM05782,Farmer 5782,Nasarawa,18
FRM05783,Farmer 5783,Kano,35
FRM05784,Farmer 5784,Kaduna,29
FRM05785,Farmer 5785,Kano,12
FRM05786,Farmer 5786,Nasarawa,37
FRM05787,Farmer 5787,Ogun,33
FRM05788,Farmer 5788,Oyo,22
FRM05789,Farmer 5789,Kano,12
FRM05790,Farmer 5790,Kano,19
FRM05791,Farmer 5791,Bauchi,30
FRM05792,Farmer 5792,Enugu,22
FRM05793,Farmer 5793,Plateau,3
FRM05794,Farmer 5794,Plateau,7
FRM05795,Farmer 5795,Bauchi,25
FRM05796,Farmer 5796,Ogun,26
FRM05797,Farmer 5797,Ogun,28
FRM05798,Farmer 5798,Ogun,28
FRM05799,Farmer 5799,Nasarawa,33
FRM05800,Farmer 5800,Niger,33
FRM05801,Farmer 5801,Enugu,13
FRM05802,Farmer 5802,Kano,39
FRM05803,Farmer 5803,Bauchi,40
FRM05804,Farmer 5804,Plateau,20
FRM05805,Farmer 5805,Kano,5
FRM05806,Farmer 5806,Ogun,4
FRM05807,Farmer 5807,Kaduna,29
FRM05808,Farmer 5808,Plateau,13
FRM05809,Farmer 5809,Kaduna,7
FRM05810,Farmer 5810,Niger,39
FRM05811,Farmer 5811,Niger,4
FRM05812,Farmer 5812,Kano,23
FRM05813,Farmer 5813,Ogun,7
FRM05814,Farmer 5814,Bauchi,15
FRM05815,Farmer 5815,Kaduna,18
FRM05816,Farmer 5816,Niger,34
FRM05817,Farmer 5817,Kaduna,27
FRM05818,Farmer 5818,Plateau,3
FRM05819,Farmer 5819,Nasarawa,29
FRM05820,Farmer 5820,Nasarawa,21
FRM05821,Farmer 5821,Plateau,10
FRM05822,Farmer 5822,Nasarawa,7
FRM05823,Farmer 5823,Kaduna,21
FRM05824,Farmer 5824,Kaduna,25
FRM05825,Farmer 5825,Niger,23
FRM05826,Farmer 5826,Kaduna,8
FRM05827,Farmer 5827,Kano,8
FRM05828,Farmer 5828,Benue,38
FRM05829,Farmer 5829,Plateau,4
FRM05830,Farmer 5830,Nasarawa,14
FRM05831,Farmer 5831,Plateau,6
FRM05832,Farmer 5832,Kaduna,34
FRM05833,Farmer 5833,Enugu,30
FRM05834,Farmer 5834,Kano,16
FRM05835,Farmer 5835,Enugu,37
FRM05836,Farmer 5836,Nasarawa,29
FRM05837,Farmer 5837,Ogun,3
FRM05838,Farmer 5838,Benue,1
FRM05839,Farmer 5839,Plateau,13
FRM05840,Farmer 5840,Ogun,35
FRM05841,Farmer 5841,Plateau,11
FRM05842,Farmer 5842,Kaduna,19
FRM05843,Farmer 5843,Kaduna,19
FRM05844,Farmer 5844,Nasarawa,30
FRM05845,Farmer 5845,Ogun,40
FRM05846,Farmer 5846,Enugu,28
FRM05847,Farmer 5847,Enugu,1
FRM05848,Farmer 5848,Plateau,5
FRM05849,Farmer 5849,Bauchi,10
FRM05850,Farmer 5850,Oyo,6
FRM05851,Farmer 5851,Bauchi,30
FRM05852,Farmer 5852,Enugu,26
FRM05853,Farmer 5853,Oyo,12
FRM05854,Farmer 5854,Niger,16
FRM05855,Farmer 5855,Enugu,16
FRM05856,Farmer 5856,Enugu,13
FRM05857,Farmer 5857,Bauchi,29
FRM05858,Farmer 5858,Plateau,30
FRM05859,Farmer 5859,Bauchi,35
FRM05860,Farmer 5860,Enugu,39
FRM05861,Farmer 5861,Bauchi,15
FRM05862,Farmer 5862,Bauchi,8
FRM05863,Farmer 5863,Ogun,39
FRM05864,Farmer 5864,Kaduna,14
FRM05865,Farmer 5865,Bauchi,15
FRM05866,Farmer 5866,Nasarawa,4
FRM05867,Farmer 5867,Plateau,26
FRM05868,Farmer 5868,Plateau,20
FRM05869,Farmer 5869,Plateau,40
FRM05870,Farmer 5870,Bauchi,10
FRM05871,Farmer 5871,Bauchi,10
FRM05872,Farmer 5872,Kano,24
FRM05873,Farmer 5873,Bauchi,17
FRM05874,Farmer 5874,Kaduna,36
FRM05875,Farmer 5875,Nasarawa,40
FRM05876,Farmer 5876,Enugu,1
FRM05877,Farmer 5877,Bauchi,27
FRM05878,Farmer 5878,Oyo,13
FRM05879,Farmer 5879,Kaduna,20
FRM05880,Farmer 5880,Bauchi,2
FRM05881,Farmer 5881,Enugu,31
FRM05882,Farmer 5882,Enugu,12
FRM05883,Farmer 5883,Enugu,6
FRM05884,Farmer 5884,Nasarawa,39
FRM05885,Farmer 5885,Kano,15
FRM05886,Farmer 5886,Kaduna,1
FRM05887,Farmer 5887,Kano,25
FRM05888,Farmer 5888,Nasarawa,27
FRM05889,Farmer 5889,Bauchi,31
FRM05890,Farmer 5890,Oyo,6
FRM05891,Farmer 5891,Nasarawa,34
FRM05892,Farmer 5892,Benue,21
FRM05893,Farmer 5893,Enugu,11
FRM05894,Farmer 5894,Nasarawa,15
FRM05895,Farmer 5895,Bauchi,34
FRM05896,Farmer 5896,Ogun,39
FRM05897,Farmer 5897,Kaduna,9
FRM05898,Farmer 5898,Oyo,21
FRM05899,Farmer 5899,Nasarawa,5
FRM05900,Farmer 5900,Plateau,17
FRM05901,Farmer 5901,Plateau,9
FRM05902,Farmer 5902,Enugu,18
FRM05903,Farmer 5903,Kaduna,10
FRM05904,Farmer 5904,Niger,7
FRM05905,Farmer 5905,Ogun,17
FRM05906,Farmer 5906,Bauchi,8
FRM05907,Farmer 5907,Niger,19
FRM05908,Farmer 5908,Enugu,3
FRM05909,Farmer 5909,Oyo,31
FRM05910,Farmer 5910,Benue,7
FRM05911,Farmer 5911,Ogun,16
FRM05912,Farmer 5912,Enugu,26
FRM05913,Farmer 5913,Kaduna,24
FRM05914,Farmer 5914,Bauchi,30
FRM05915,Farmer 5915,Bauchi,14
FRM05916,Farmer 5916,Bauchi,21
FRM05917,Farmer 5917,Nasarawa,18
FRM05918,Farmer 5918,Nasarawa,1
FRM05919,Farmer 5919,Plateau,19
FRM05920,Farmer 5920,Plateau,16
FRM05921,Farmer 5921,Oyo,14
FRM05922,Farmer 5922,Kano,23
FRM05923,Farmer 5923,Ogun,35
FRM05924,Farmer 5924,Kaduna,21
FRM05925,Farmer 5925,Oyo,7
FRM05926,Farmer 5926,Nasarawa,2
FRM05927,Farmer 5927,Nasarawa,15
FRM05928,Farmer 5928,Nasarawa,29
FRM05929,Farmer 5929,Plateau,36
FRM05930,Farmer 5930,Bauchi,8
FRM05931,Farmer 5931,Ogun,27
FRM05932,Farmer 5932,Nasarawa,13
FRM05933,Farmer 5933,Niger,29
FRM05934,Farmer 5934,Plateau,29
FRM05935,Farmer 5935,Bauchi,39
FRM05936,Farmer 5936,Bauchi,21
FRM05937,Farmer 5937,Plateau,7
FRM05938,Farmer 5938,Bauchi,5
FRM05939,Farmer 5939,Kaduna,12
FRM05940,Farmer 5940,Oyo,30
FRM05941,Farmer 5941,Plateau,3
FRM05942,Farmer 5942,Enugu,5
FRM05943,Farmer 5943,Bauchi,14
FRM05944,Farmer 5944,Enugu,40
FRM05945,Farmer 5945,Bauchi,27
FRM05946,Farmer 5946,Kano,20
FRM05947,Farmer 5947,Oyo,15
FRM05948,Farmer 5948,Bauchi,20
FRM05949,Farmer 5949,Nasarawa,28
FRM05950,Farmer 5950,Kaduna,4
FRM05951,Farmer 5951,Benue,15
FRM05952,Farmer 5952,Kaduna,37
FRM05953,Farmer 5953,Kaduna,40
FRM05954,Farmer 5954,Oyo,34
FRM05955,Farmer 5955,Nasarawa,21
FRM05956,Farmer 5956,Kano,14
FRM05957,Farmer 5957,Nasarawa,13
FRM05958,Farmer 5958,Oyo,27
FRM05959,Farmer 5959,Enugu,6
FRM05960,Farmer 5960,Niger,31
FRM05961,Farmer 5961,Kano,16
FRM05962,Farmer 5962,Kaduna,10
FRM05963,Farmer 5963,Kano,4
FRM05964,Farmer 5964,Oyo,23
FRM05965,Farmer 5965,Nasarawa,4
FRM05966,Farmer 5966,Niger,15
FRM05967,Farmer 5967,Kano,24
FRM05968,Farmer 5968,Plateau,5
FRM05969,Farmer 5969,Plateau,26
FRM05970,Farmer 5970,Plateau,1
FRM05971,Farmer 5971,Oyo,14
FRM05972,Farmer 5972,Enugu,23
