region,station,rainfall_mm,temperature_c,humidity_pct
Oyo,WX039,191,32.4,75
Oyo,WX023,231,19.8,78
Plateau,WX039,210,25.6,85
Kano,WX039,130,21.2,64
Kano,WX040,178,30.2,53
Enugu,WX022,116,29.4,71
Oyo,WX039,81,32.1,46
Nasarawa,WX019,205,32.2,86
Nasarawa,WX031,80,30.1,43
Ogun,WX027,254,32.8,40
Kano,WX034,48,37.0,53
Kano,WX012,194,21.1,48
Kano,WX017,183,26.8,43
Plateau,WX002,133,28.9,36
Plateau,WX037,135,30.0,85
Plateau,WX030,249,26.2,63
Bauchi,WX006,46,23.9,39
Kaduna,WX007,254,23.8,78
Enugu,WX003,196,24.7,64
Niger,WX008,194,34.2,62
Niger,WX039,118,22.1,76
Kaduna,WX032,50,34.8,67
Nasarawa,WX037,129,26.0,35
Nasarawa,WX009,99,23.1,58
Bauchi,WX027,62,24.3,32
Oyo,WX023,93,19.2,85
Benue,WX024,79,27.1,85
Benue,WX032,44,23.2,42
Enugu,WX027,168,28.2,92
Bauchi,WX037,255,38.6,49
Bauchi,WX024,62,25.9,33
Benue,WX016,196,26.2,71
Niger,WX018,252,21.0,52
Kano,WX022,171,33.0,74
Benue,WX034,61,34.3,81
Nasarawa,WX024,181,26.8,54
Kano,WX022,87,28.8,41
Ogun,WX038,41,37.2,73
Plateau,WX017,120,26.1,57
Kano,WX009,42,24.7,88
Kano,WX023,58,22.8,65
Kaduna,WX025,70,27.5,89
Enugu,WX034,259,25.0,95
Nasarawa,WX003,177,35.6,63
Kano,WX004,64,24.9,56
Oyo,WX008,192,25.4,79
Benue,WX034,107,19.2,76
Benue,WX002,188,32.8,35
Bauchi,WX021,125,27.1,64
Kano,WX032,167,23.9,95
Benue,WX011,259,31.9,71
Bauchi,WX040,66,25.4,80
Niger,WX014,70,29.7,40
Kano,WX018,189,32.6,49
Ogun,WX026,108,23.1,94
Niger,WX018,142,30.2,55
Ogun,WX006,190,37.7,34
Bauchi,WX010,231,30.1,84
Niger,WX019,80,19.2,68
Oyo,WX008,141,19.0,35
Enugu,WX010,78,29.7,84
Oyo,WX038,50,34.7,89
Kaduna,WX013,111,31.2,48
Enugu,WX040,150,33.3,91
Nasarawa,WX028,215,36.8,36
Bauchi,WX019,64,19.6,91
Ogun,WX024,181,31.5,37
Niger,WX020,114,33.7,79
Nasarawa,WX016,191,29.0,35
Benue,WX005,189,25.3,84
Benue,WX038,134,23.1,38
Benue,WX009,201,20.3,57
Plateau,WX027,156,23.5,86
Nasarawa,WX005,100,38.3,79
Plateau,WX029,187,35.6,82
Plateau,WX012,195,37.2,82
Kaduna,WX033,219,28.0,70
Benue,WX022,56,24.4,55
Ogun,WX029,67,35.4,62
Plateau,WX018,128,21.2,91
Benue,WX003,178,24.1,70
Enugu,WX029,173,21.2,70
Ogun,WX035,119,29.9,44
Enugu,WX020,169,35.3,75
Enugu,WX008,69,29.4,46
Oyo,WX006,91,28.5,81
Kano,WX040,107,35.6,85
Niger,WX032,64,33.3,92
Kano,WX029,53,18.6,76
Plateau,WX040,73,18.4,52
Niger,WX012,200,36.1,36
Kaduna,WX001,115,33.4,94
Benue,WX037,134,22.6,57
Kaduna,WX019,167,20.7,57
Kaduna,WX028,260,26.3,49
Oyo,WX037,172,25.0,68
Oyo,WX030,82,36.6,31
Oyo,WX018,108,23.6,64
Oyo,WX003,188,23.5,80
Kaduna,WX013,158,35.1,81
Oyo,WX032,93,27.2,44
Ogun,WX004,82,29.2,93
Ogun,WX033,51,18.6,65
Ogun,WX014,78,30.2,74
Plateau,WX013,116,32.8,40
Kano,WX040,95,34.6,80
Kano,WX022,135,35.9,40
Kaduna,WX007,47,18.9,45
Plateau,WX015,145,28.9,78
Kano,WX015,45,38.1,71
Ogun,WX001,94,20.5,48
Niger,WX034,228,38.5,30
Enugu,WX038,96,34.3,54
Benue,WX008,231,22.8,82
Niger,WX039,136,18.2,75
Oyo,WX035,92,29.0,86
Nasarawa,WX008,55,26.2,72
Benue,WX014,106,38.2,75
Plateau,WX021,152,30.1,30
Oyo,WX022,228,22.9,31
Ogun,WX023,48,22.7,51
Enugu,WX031,221,28.9,40
Niger,WX025,150,20.6,81
Niger,WX022,78,29.8,89
Plateau,WX024,185,32.6,75
Niger,WX023,146,34.8,59
Oyo,WX037,82,23.4,37
Nasarawa,WX005,96,32.9,46
Kano,WX015,195,33.0,67
Ogun,WX017,98,27.0,70
Bauchi,WX024,257,29.4,87
Niger,WX027,177,30.2,40
Oyo,WX003,210,26.6,62
Niger,WX025,116,24.7,95
Bauchi,WX011,187,21.9,87
Ogun,WX035,107,19.3,48
Enugu,WX022,189,38.0,93
Plateau,WX015,244,18.3,36
Ogun,WX002,125,19.0,48
Kaduna,WX031,150,32.7,57
Ogun,WX015,60,28.6,70
Oyo,WX003,199,34.8,61
Kaduna,WX027,221,36.2,73
Enugu,WX038,85,22.3,91
Benue,WX003,157,38.7,51
Bauchi,WX005,178,21.8,90
Oyo,WX011,122,20.8,36
Kano,WX029,183,24.5,75
Enugu,WX009,99,28.7,43
Plateau,WX027,159,30.9,33
Kaduna,WX039,131,33.2,86
Ogun,WX031,173,34.5,84
Oyo,WX021,180,20.2,38
Ogun,WX039,67,22.6,59
Kaduna,WX030,248,31.4,48
Kano,WX012,223,21.1,65
Oyo,WX025,94,26.8,87
Kaduna,WX021,185,35.0,79
Kaduna,WX035,217,38.8,53
Benue,WX002,93,21.6,33
Ogun,WX012,77,29.3,49
Bauchi,WX025,218,22.2,74
Bauchi,WX026,228,33.9,32
Niger,WX002,240,27.9,81
Nasarawa,WX005,204,23.8,50
Benue,WX028,178,34.4,91
Benue,WX018,169,25.5,41
Ogun,WX022,178,23.4,69
Plateau,WX016,173,30.4,92
Bauchi,WX040,76,33.6,55
Bauchi,WX012,254,38.2,61
Plateau,WX022,152,33.9,54
Kano,WX020,255,23.1,65
Bauchi,WX017,115,26.8,64
Ogun,WX038,81,32.2,37
Benue,WX036,134,21.1,54
Kano,WX012,231,33.3,32
Benue,WX019,48,22.5,34
Bauchi,WX031,223,26.3,61
Benue,WX029,86,35.1,90
Plateau,WX007,222,20.5,61
Kano,WX023,202,24.0,43
Niger,WX036,190,35.8,40
Benue,WX040,81,28.8,48
Bauchi,WX006,115,23.1,58
Niger,WX004,107,36.7,42
Kaduna,WX020,78,31.2,59
Benue,WX021,179,19.6,43
Ogun,WX018,44,24.1,51
Nasarawa,WX034,48,32.6,50
Kano,WX003,57,21.9,83
Nasarawa,WX039,247,38.5,31
Niger,WX008,93,31.9,54
Nasarawa,WX004,208,21.7,85
Benue,WX026,227,37.7,74
Ogun,WX033,199,35.1,94
Kano,WX023,61,32.6,87
Plateau,WX013,253,28.4,70
Ogun,WX040,114,26.2,80
Nasarawa,WX014,57,23.1,61
Benue,WX031,49,29.8,82
Enugu,WX017,236,35.6,88
Kano,WX018,42,28.2,31
Plateau,WX010,255,28.3,41
Bauchi,WX034,208,22.9,43
Kano,WX031,219,38.5,79
Kano,WX038,190,24.3,69
Niger,WX002,47,26.3,64
Niger,WX019,68,27.3,83
Enugu,WX006,249,22.8,48
Kano,WX018,97,29.8,59
Nasarawa,WX031,251,38.8,36
Niger,WX026,75,32.6,62
Ogun,WX036,117,21.3,73
Enugu,WX025,76,25.4,31
Plateau,WX022,250,32.5,79
Benue,WX019,181,20.6,45
Plateau,WX036,156,22.9,70
Benue,WX033,160,30.8,49
Bauchi,WX012,91,35.2,40
Bauchi,WX028,48,36.3,68
Oyo,WX026,59,33.8,40
Kano,WX014,149,28.1,77
Plateau,WX039,245,26.9,67
Bauchi,WX023,165,25.7,65
Niger,WX009,198,33.1,54
Kano,WX012,197,32.5,77
Kano,WX024,187,18.3,71
Ogun,WX029,203,23.5,69
Niger,WX038,138,38.0,89
Plateau,WX005,121,31.3,48
Enugu,WX020,243,38.9,82
Kaduna,WX032,61,36.6,54
Nasarawa,WX027,143,24.1,48
Enugu,WX011,81,38.5,93
Benue,WX002,100,30.6,70
Niger,WX034,187,19.5,36
Nasarawa,WX006,196,33.6,47
Nasarawa,WX023,151,24.9,67
Enugu,WX011,191,25.8,95
Nasarawa,WX013,168,32.0,57
Enugu,WX020,113,28.9,76
Kaduna,WX009,153,34.8,92
Ogun,WX039,187,35.0,30
Kano,WX022,51,31.7,63
Niger,WX024,229,25.5,67
Plateau,WX017,242,33.4,33
Nasarawa,WX010,144,29.5,82
Bauchi,WX005,120,32.7,56
Enugu,WX012,159,35.6,94
Enugu,WX035,68,20.4,83
Nasarawa,WX007,82,22.0,88
Plateau,WX034,220,31.4,50
Kaduna,WX013,153,28.2,88
Benue,WX016,92,36.6,49
Ogun,WX023,258,21.8,81
Kaduna,WX028,161,34.3,44
Kaduna,WX009,185,28.4,40
Bauchi,WX024,66,30.3,70
Bauchi,WX007,79,24.7,54
Niger,WX033,88,30.7,32
Enugu,WX016,231,20.1,58
Nasarawa,WX025,226,29.3,65
Nasarawa,WX020,132,28.4,37
Ogun,WX040,116,26.4,50
Bauchi,WX003,257,24.6,46
Enugu,WX008,121,18.8,40
Niger,WX037,110,26.5,92
Enugu,WX024,119,24.8,37
Kano,WX036,175,26.7,42
Enugu,WX005,205,28.8,76
Kano,WX018,134,20.4,76
Niger,WX002,97,24.5,66
Nasarawa,WX028,239,19.0,44
Kaduna,WX017,130,31.3,53
Plateau,WX039,222,18.8,53
Kaduna,WX012,220,24.6,70
Plateau,WX004,223,19.3,56
Kano,WX034,227,27.6,55
Enugu,WX001,123,27.8,33
Bauchi,WX033,180,37.8,92
Niger,WX006,230,29.5,94
Kano,WX014,139,31.9,67
Oyo,WX039,139,29.2,71
Nasarawa,WX010,189,24.8,46
Ogun,WX038,254,33.6,92
Benue,WX038,57,35.1,56
Oyo,WX026,216,24.5,51
Oyo,WX033,208,19.1,80
Nasarawa,WX031,136,22.0,45
Kano,WX024,237,31.5,95
Oyo,WX016,119,29.1,71
Bauchi,WX029,133,33.2,59
Bauchi,WX023,76,34.1,87
Enugu,WX014,138,28.2,87
Plateau,WX034,180,23.0,92
Ogun,WX008,151,20.7,83
Oyo,WX005,141,37.3,68
Kaduna,WX038,40,38.1,45
Nasarawa,WX039,210,24.7,81
Plateau,WX009,228,30.0,84
Benue,WX004,217,28.5,75
Enugu,WX032,47,22.5,84
Bauchi,WX024,121,27.4,41
Benue,WX002,62,19.9,65
Benue,WX009,170,29.3,73
Enugu,WX001,127,19.2,41
Nasarawa,WX032,233,30.2,81
Niger,WX007,228,20.9,70
Oyo,WX007,51,24.7,73
Kano,WX009,212,37.8,76
Ogun,WX018,228,22.5,55
Kano,WX001,140,21.0,32
Ogun,WX028,88,37.8,72
Kano,WX030,131,22.2,55
Kaduna,WX040,246,30.2,95
Ogun,WX028,126,34.3,58
Kano,WX031,52,30.7,75
Ogun,WX007,132,37.6,49
Kaduna,WX036,132,30.9,67
Bauchi,WX028,172,30.5,53
Enugu,WX018,125,37.2,93
Niger,WX027,107,26.2,72
Nasarawa,WX017,243,19.6,34
Plateau,WX035,120,18.0,53
Plateau,WX014,245,30.5,78
Nasarawa,WX023,126,31.8,38
Niger,WX027,64,32.8,72
Nasarawa,WX022,75,28.3,70
Oyo,WX034,206,32.3,80
Enugu,WX019,72,25.1,61
Enugu,WX028,221,37.2,70
Kano,WX007,67,32.5,74
Plateau,WX036,189,29.9,63
Benue,WX030,59,31.5,87
Oyo,WX030,252,32.4,74
Plateau,WX003,42,33.6,78
Oyo,WX038,209,20.7,91
Kaduna,WX030,214,30.5,33
Niger,WX018,168,24.6,82
Ogun,WX025,259,35.2,33
Kaduna,WX001,64,22.1,56
Kaduna,WX034,248,18.8,76
Ogun,WX029,202,35.4,76
Enugu,WX019,134,33.0,65
Plateau,WX002,211,25.7,48
Kaduna,WX027,257,20.0,56
Enugu,WX012,180,37.3,91
Ogun,WX004,187,20.7,54
Bauchi,WX006,64,20.0,54
Ogun,WX004,78,19.6,32
Bauchi,WX040,83,26.6,79
Nasarawa,WX029,77,33.8,82
Benue,WX013,235,29.1,83
Oyo,WX021,50,22.4,44
Oyo,WX036,157,24.2,93
Nasarawa,WX020,252,37.3,65
Niger,WX026,205,28.9,32
Kano,WX028,125,27.4,64
Bauchi,WX019,129,29.2,94
Oyo,WX039,51,29.9,45
Plateau,WX011,111,19.0,39
Niger,WX035,259,32.7,35
Plateau,WX018,158,31.7,74
Benue,WX022,86,28.7,50
Oyo,WX035,93,24.6,60
Ogun,WX006,251,38.7,42
Benue,WX034,70,35.3,73
Oyo,WX012,56,33.8,40
Enugu,WX040,148,25.0,64
Plateau,WX028,143,30.6,50
Plateau,WX015,165,24.8,51
Benue,WX033,50,36.2,37
Enugu,WX003,82,22.7,34
Benue,WX039,106,25.9,83
Nasarawa,WX037,231,33.9,95
Oyo,WX014,109,36.1,61
Plateau,WX038,214,29.8,41
Enugu,WX027,204,30.2,86
Niger,WX022,92,38.7,60
Plateau,WX013,51,24.3,58
Bauchi,WX032,156,34.5,53
Bauchi,WX006,221,36.6,76
Oyo,WX035,87,19.1,88
Bauchi,WX020,246,18.4,82
Enugu,WX022,183,21.1,91
Plateau,WX034,94,32.1,66
Ogun,WX034,260,26.6,46
Bauchi,WX017,183,27.2,46
Benue,WX028,208,29.8,48
Benue,WX015,81,25.8,65
Oyo,WX030,109,23.0,56
Kano,WX016,143,30.2,74
Oyo,WX035,255,24.6,81
Benue,WX012,49,25.2,36
Bauchi,WX039,245,37.2,72
Niger,WX003,42,22.1,36
Nasarawa,WX029,217,24.7,60
Enugu,WX002,247,27.3,40
Nasarawa,WX031,259,30.3,58
Ogun,WX010,170,22.5,52
Benue,WX001,125,38.5,39
Kaduna,WX036,64,26.8,71
Bauchi,WX034,120,26.0,85
Kano,WX021,255,29.4,41
Kano,WX003,58,26.8,90
Bauchi,WX020,43,32.8,39
Bauchi,WX003,166,36.7,74
Niger,WX017,64,31.2,67
Kaduna,WX031,162,32.0,62
Kano,WX011,50,26.6,68
Kano,WX037,58,38.2,45
Oyo,WX039,214,25.9,71
Kaduna,WX007,59,35.3,58
Plateau,WX029,183,31.0,60
Benue,WX010,260,38.0,34
Ogun,WX017,189,25.8,39
Kaduna,WX015,78,25.8,31
Niger,WX037,213,30.9,35
Oyo,WX017,225,21.7,46
Bauchi,WX023,125,19.6,72
Enugu,WX014,238,36.1,57
Kano,WX033,147,30.0,65
Kano,WX026,133,19.6,41
Niger,WX039,231,24.3,41
Ogun,WX033,139,30.3,40
Bauchi,WX037,185,19.1,77
Enugu,WX035,222,33.3,38
Enugu,WX001,184,27.3,62
Oyo,WX008,134,24.1,68
Benue,WX012,89,25.1,82
Benue,WX014,113,35.1,56
Plateau,WX003,148,38.6,64
Nasarawa,WX003,253,32.6,64
Nasarawa,WX012,112,36.1,35
Plateau,WX026,167,25.2,46
Niger,WX038,62,20.3,76
Kano,WX002,70,39.0,94
Kano,WX024,64,21.8,71
Plateau,WX039,75,25.4,35
Benue,WX040,180,24.0,75
Benue,WX031,190,29.7,41
Benue,WX020,189,34.2,52
Enugu,WX006,50,22.3,53
Bauchi,WX030,230,30.1,64
Niger,WX007,160,38.2,39
Bauchi,WX010,109,21.3,38
Enugu,WX027,41,30.4,39
Plateau,WX023,143,31.8,73
Plateau,WX013,66,28.1,38
Enugu,WX032,140,35.1,42
Kano,WX010,186,21.5,43
Oyo,WX031,96,23.5,76
Kano,WX016,41,24.4,90
Benue,WX030,119,22.7,55
Nasarawa,WX030,127,29.3,56
Bauchi,WX001,111,35.7,83
Bauchi,WX040,194,33.4,44
Nasarawa,WX040,222,19.4,94
Kaduna,WX014,229,30.5,51
Oyo,WX035,135,26.1,75
Niger,WX035,109,36.4,35
Niger,WX030,191,38.5,81
Plateau,WX034,214,37.0,93
Plateau,WX034,115,27.8,46
Enugu,WX004,209,22.4,31
Kaduna,WX011,70,23.3,35
Kaduna,WX019,250,24.6,42
Nasarawa,WX029,260,32.8,76
Bauchi,WX008,122,32.4,68
Plateau,WX018,183,19.4,58
Benue,WX028,193,26.6,82
Nasarawa,WX008,182,24.4,70
Kano,WX025,194,35.4,35
Benue,WX006,257,38.5,34
Plateau,WX039,194,26.2,92
Bauchi,WX034,258,33.2,44
Kaduna,WX027,193,26.2,56
Enugu,WX008,242,22.8,66
Oyo,WX026,214,35.3,43
Niger,WX001,255,36.9,52
Plateau,WX030,201,32.8,91
Oyo,WX016,228,26.9,57
Kaduna,WX019,221,33.8,62
Oyo,WX039,72,32.1,87
Bauchi,WX029,122,21.0,58
Ogun,WX040,142,19.1,88
Nasarawa,WX003,153,26.8,40
Oyo,WX022,195,37.3,43
Kaduna,WX039,92,22.3,32
Oyo,WX024,197,27.7,48
Enugu,WX014,228,37.5,34
Ogun,WX038,158,20.5,34
Niger,WX021,139,19.1,48
Nasarawa,WX019,99,25.8,39
Oyo,WX033,153,35.2,90
Niger,WX009,234,26.7,46
Nasarawa,WX008,74,38.2,71
Bauchi,WX010,176,19.6,73
Ogun,WX004,51,33.0,94
Kano,WX006,105,26.5,48
Kaduna,WX013,234,23.0,84
Oyo,WX030,260,25.3,35
Plateau,WX036,45,33.2,93
Niger,WX009,209,29.0,50
Nasarawa,WX039,105,37.1,57
Kaduna,WX027,185,32.4,84
Ogun,WX020,75,23.3,41
Plateau,WX026,155,22.3,37
Niger,WX030,164,36.7,75
Niger,WX023,222,26.5,87
Bauchi,WX022,195,35.1,69
Kano,WX033,104,33.9,39
Plateau,WX037,103,32.5,59
Oyo,WX039,174,20.1,75
Plateau,WX010,128,21.1,51
Plateau,WX015,156,20.0,34
Kaduna,WX028,42,30.0,40
Kano,WX009,94,23.2,46
Bauchi,WX030,213,21.1,65
Niger,WX012,200,30.1,45
Niger,WX017,58,27.8,69
Kano,WX004,165,26.9,75
Nasarawa,WX029,130,26.1,48
Benue,WX001,142,26.5,39
Enugu,WX011,129,20.8,51
Nasarawa,WX019,70,38.4,88
Bauchi,WX037,69,26.8,42
Nasarawa,WX022,116,35.9,40
Oyo,WX011,250,22.5,64
Plateau,WX001,174,30.4,35
Nasarawa,WX015,223,23.2,95
Bauchi,WX038,152,24.8,73
Nasarawa,WX036,107,24.7,91
Kano,WX001,216,36.0,72
Enugu,WX035,86,36.4,88
Kaduna,WX038,120,36.4,35
Kano,WX001,66,24.2,48
Kano,WX022,125,33.8,38
Bauchi,WX028,208,30.9,80
Benue,WX017,115,25.3,64
Bauchi,WX002,72,29.2,86
Enugu,WX023,40,34.3,79
Nasarawa,WX005,156,31.5,37
Nasarawa,WX018,228,33.5,44
Benue,WX035,193,30.9,58
Oyo,WX040,209,20.0,94
Ogun,WX037,40,32.4,84
Plateau,WX029,168,38.1,59
Nasarawa,WX039,112,35.2,44
Enugu,WX038,228,26.2,77
Bauchi,WX011,149,35.4,50
Kaduna,WX004,80,25.9,58
Kaduna,WX034,156,19.8,43
Oyo,WX013,254,27.5,70
Bauchi,WX018,201,24.5,88
Bauchi,WX016,191,27.5,81
Ogun,WX037,187,36.2,35
Kaduna,WX010,134,24.0,72
Enugu,WX040,259,36.6,62
Niger,WX038,188,36.0,39
Kaduna,WX040,253,19.8,93
Enugu,WX021,118,28.3,66
Nasarawa,WX021,171,32.8,66
Oyo,WX027,197,24.3,34
Niger,WX003,198,29.2,90
Bauchi,WX012,218,20.1,64
Kaduna,WX035,238,37.9,70
Enugu,WX040,99,27.1,39
Niger,WX016,213,25.5,74
Oyo,WX025,45,26.8,77
Bauchi,WX015,114,24.8,87
Plateau,WX022,258,36.3,58
Plateau,WX033,104,33.7,94
Oyo,WX002,83,32.4,36
Niger,WX016,170,18.5,56
Enugu,WX007,91,36.7,90
Kaduna,WX029,94,30.4,73
Oyo,WX031,209,37.4,60
Plateau,WX025,85,19.5,30
Ogun,WX011,186,22.4,82
Enugu,WX022,208,21.9,63
Kano,WX005,77,30.1,73
Niger,WX006,252,38.9,32
Enugu,WX037,72,23.2,46
Oyo,WX034,109,27.6,37
Oyo,WX003,260,19.6,30
Niger,WX028,173,37.7,49
Enugu,WX014,90,22.2,52
Benue,WX026,113,26.9,51
Benue,WX025,225,36.5,93
Ogun,WX009,81,25.1,79
Nasarawa,WX001,64,21.0,31
Oyo,WX021,187,20.8,79
Enugu,WX028,220,19.9,89
Nasarawa,WX028,135,18.1,50
Niger,WX016,106,35.8,34
Ogun,WX033,208,34.8,31
Ogun,WX033,68,33.2,45
Nasarawa,WX007,89,27.8,45
Enugu,WX032,187,20.2,81
Bauchi,WX027,195,24.1,45
Benue,WX010,194,33.4,50
Benue,WX032,127,32.4,65
Kano,WX022,73,19.1,85
Bauchi,WX035,46,38.4,59
Kano,WX022,93,35.1,44
Benue,WX039,59,22.8,59
Enugu,WX026,153,34.0,48
Enugu,WX039,64,23.1,90
Oyo,WX023,60,21.5,50
Enugu,WX019,253,22.1,56
Bauchi,WX008,181,32.1,33
Kaduna,WX002,206,35.5,75
Niger,WX001,64,30.3,78
Kano,WX028,166,33.8,72
Kaduna,WX024,116,28.5,47
Ogun,WX019,104,23.5,69
Bauchi,WX013,64,32.0,33
Bauchi,WX036,175,22.2,58
Niger,WX006,62,27.2,51
Oyo,WX002,111,22.5,45
Ogun,WX034,106,30.0,86
Nasarawa,WX038,105,28.6,50
Bauchi,WX006,58,20.3,88
Kano,WX024,129,19.7,69
Bauchi,WX004,222,36.0,79
Niger,WX019,168,27.1,62
Kaduna,WX008,165,25.2,39
Bauchi,WX006,218,38.9,37
Oyo,WX030,211,32.1,85
Nasarawa,WX038,56,25.3,80
Kaduna,WX011,243,38.9,69
Ogun,WX011,179,24.0,49
Enugu,WX007,106,27.1,57
Benue,WX006,153,23.0,35
Ogun,WX001,119,27.7,47
Niger,WX031,252,20.5,34
Kaduna,WX038,253,21.6,78
Kaduna,WX028,242,18.6,79
Niger,WX028,62,24.2,74
Bauchi,WX005,46,33.1,86
Bauchi,WX005,177,37.1,70
Benue,WX034,176,27.1,91
Enugu,WX037,188,24.8,34
Benue,WX014,247,35.1,48
Enugu,WX007,108,22.9,92
Plateau,WX006,58,29.6,85
Ogun,WX016,158,37.6,90
Plateau,WX005,217,27.6,65
Nasarawa,WX016,147,32.4,85
Kano,WX015,247,27.6,81
Plateau,WX002,190,35.7,77
Niger,WX007,189,20.7,80
Benue,WX005,215,18.6,73
Bauchi,WX031,258,19.1,50
Benue,WX015,152,21.4,72
Benue,WX015,190,18.6,79
Ogun,WX023,70,27.3,64
Nasarawa,WX018,206,28.8,89
Enugu,WX022,204,23.4,68
Plateau,WX007,197,22.2,35
Kaduna,WX037,131,25.0,38
Oyo,WX002,140,37.2,67
Bauchi,WX021,230,31.2,61
Bauchi,WX015,160,22.4,94
Enugu,WX027,260,38.6,35
Oyo,WX030,164,22.8,66
Plateau,WX016,201,35.1,89
Bauchi,WX019,209,29.6,49
Oyo,WX040,70,26.7,92
Nasarawa,WX014,180,35.4,84
Niger,WX020,238,21.0,92
Oyo,WX016,240,18.4,51
Plateau,WX036,81,35.7,79
Niger,WX029,95,27.7,45
Niger,WX032,130,36.6,45
Kaduna,WX013,181,34.4,85
Kaduna,WX026,99,30.4,37
Plateau,WX025,70,34.6,56
Kaduna,WX010,169,28.1,76
Niger,WX005,43,32.8,71
Plateau,WX039,132,34.8,38
Plateau,WX036,182,19.6,34
Plateau,WX016,162,23.8,45
Plateau,WX020,169,35.1,50
Ogun,WX019,200,32.9,71
Niger,WX022,236,34.6,95
Niger,WX025,242,33.3,32
Bauchi,WX016,134,26.9,42
Benue,WX011,166,28.7,69
Enugu,WX004,124,24.6,95
Plateau,WX005,104,38.3,85
Kaduna,WX023,67,36.6,69
Enugu,WX016,167,31.2,72
Plateau,WX009,203,31.3,49
Oyo,WX009,184,33.3,42
Kano,WX019,87,33.2,63
Plateau,WX040,125,36.3,94
Plateau,WX034,128,31.5,72
Bauchi,WX035,197,19.3,39
Bauchi,WX020,85,35.1,72
Nasarawa,WX023,225,32.4,77
Enugu,WX030,178,24.2,87
Niger,WX015,41,18.1,82
Oyo,WX021,181,28.6,95
Kaduna,WX026,167,28.5,41
Bauchi,WX039,204,23.6,32
Kaduna,WX025,61,30.2,88
Niger,WX003,172,38.1,84
Nasarawa,WX011,220,24.6,60
Kano,WX010,183,36.7,53
Bauchi,WX006,248,30.5,35
Enugu,WX008,250,34.9,93
Enugu,WX006,223,36.7,38
Bauchi,WX005,83,25.2,90
Ogun,WX029,101,35.4,47
Oyo,WX038,181,20.7,65
Oyo,WX007,53,38.4,47
Benue,WX023,238,34.4,89
Niger,WX038,68,29.0,88
Niger,WX029,130,22.9,76
Niger,WX035,136,20.1,48
Plateau,WX012,69,21.5,76
Kano,WX009,228,32.6,71
Kaduna,WX001,238,27.0,58
Plateau,WX010,174,35.9,66
Enugu,WX031,252,24.2,80
Niger,WX028,60,19.6,34
Oyo,WX033,214,26.1,46
Plateau,WX004,151,36.9,72
Oyo,WX023,43,19.0,49
Benue,WX013,249,33.4,35
Kano,WX011,256,38.0,58
Niger,WX019,69,28.9,74
Bauchi,WX002,228,38.7,74
Enugu,WX031,166,37.6,30
Ogun,WX026,119,24.4,74
Niger,WX005,76,32.2,39
Ogun,WX022,245,23.2,34
Enugu,WX038,104,24.3,58
Niger,WX021,158,26.9,86
Nasarawa,WX015,60,20.9,66
Ogun,WX002,190,23.5,75
Enugu,WX035,117,32.1,55
Bauchi,WX023,100,19.2,30
Nasarawa,WX027,195,20.3,48
Nasarawa,WX009,195,33.9,76
Plateau,WX022,251,37.7,94
Enugu,WX003,71,32.3,33
Kaduna,WX006,91,37.2,79
Ogun,WX024,128,20.2,61
Kaduna,WX021,99,23.2,48
Ogun,WX033,169,20.9,86
Oyo,WX036,103,27.1,61
Oyo,WX023,157,37.2,83
Ogun,WX032,166,23.8,91
Plateau,WX019,118,19.4,39
Enugu,WX003,233,29.2,56
Plateau,WX026,77,37.0,94
Plateau,WX038,246,25.3,85
Plateau,WX039,125,22.5,63
Bauchi,WX011,121,32.1,31
Nasarawa,WX028,169,36.8,54
Nasarawa,WX002,82,37.7,60
Benue,WX015,157,28.6,51
Benue,WX031,178,20.1,47
Nasarawa,WX040,144,24.2,70
Ogun,WX040,194,37.3,31
Ogun,WX009,114,24.6,46
Plateau,WX017,241,18.9,38
Niger,WX014,46,27.4,35
Kaduna,WX037,174,23.3,55
Kano,WX034,53,29.1,54
Bauchi,WX007,135,36.3,30
Niger,WX029,98,35.6,32
Niger,WX035,96,20.9,52
Bauchi,WX018,99,30.2,88
Kaduna,WX012,244,25.9,72
Plateau,WX027,49,20.8,49
Oyo,WX035,98,37.9,78
Oyo,WX009,250,32.9,88
Plateau,WX026,78,26.7,35
Kaduna,WX018,193,33.2,31
Plateau,WX026,55,28.3,41
Enugu,WX034,121,38.5,67
Niger,WX034,111,28.5,31
Oyo,WX004,222,34.1,76
Bauchi,WX010,145,26.6,53
Bauchi,WX031,135,28.1,46
Bauchi,WX023,215,31.5,71
Kaduna,WX006,201,19.6,92
Bauchi,WX015,97,31.8,94
Kaduna,WX019,167,28.1,48
Niger,WX027,183,31.6,72
Niger,WX033,254,30.0,94
Enugu,WX010,237,29.1,31
Nasarawa,WX011,159,27.0,57
Niger,WX024,55,33.6,91
Oyo,WX017,128,33.0,91
Enugu,WX009,133,20.3,78
Nasarawa,WX032,216,22.1,31
Plateau,WX024,213,31.3,61
Enugu,WX027,181,37.1,51
Nasarawa,WX009,242,24.8,68
Niger,WX007,114,28.7,71
Kano,WX003,110,33.2,75
Kaduna,WX027,131,34.7,56
Bauchi,WX024,180,32.9,72
Enugu,WX018,190,35.2,93
Oyo,WX013,97,34.6,52
Ogun,WX030,76,25.4,64
Kano,WX038,145,26.4,37
Enugu,WX031,71,31.4,35
Benue,WX005,257,35.3,40
Nasarawa,WX015,194,29.0,41
Bauchi,WX027,50,28.0,85
